emprunt_id,membre_id,livre_id,titre_livre,categorie,date_emprunt,date_retour,duree_prevue_jours,statut,ville_membre,note_lecteur
283,589,8,Le Contrat Social,Essai,2025-11-21,2025-12-04,30,rendu,Rabat,
284,4,788,Dune - Tome 4,Science-Fiction,2025-09-14,2025-09-17,7,rendu,Agadir,
285,411,114,Matilda,Jeunesse,2026-07-18,2026-07-25,7,rendu,Agadir,2.8
286,785,594,Millenium,Policier,2026-08-19,2026-08-20,14,rendu,Meknes,
287,307,799,Les Fleurs du Mal,Poesie,2023-08-07,2023-08-28,21,rendu,Oujda,
288,144,74,Le Cimetiere Marin - Tome 2,Poesie,2024-01-31,2024-02-05,7,rendu,Fes,
289,65,1108,Le Pragmatic Programmer,Informatique,2026-08-10,2026-08-25,21,rendu,Casablanca,1.2
290,739,88,1984 - Tome 5,Science-Fiction,2025-04-10,2025-04-16,7,rendu,Oujda,
291,550,306,Le Contrat Social,Essai,2026-04-01,2026-04-02,14,rendu,Marrakech,
292,20,966,Le Contrat Social,Essai,2026-06-20,2026-06-26,7,rendu,Marrakech,3.5
293,315,200,Odes,Poesie,2025-07-23,2025-07-25,14,rendu,Rabat,3.4
294,631,452,L'Empire Ottoman,Histoire,2023-05-10,2023-05-23,14,rendu,Meknes,4.9
295,590,1118,Clean Code,Informatique,2023-10-09,2023-10-16,21,rendu,Casablanca,
296,344,130,Millenium,Policier,2023-09-05,2023-10-10,21,rendu_en_retard,Marrakech,
297,567,338,La Planete des Singes,Science-Fiction,2025-06-17,2025-06-18,14,rendu,Marrakech,4.4
298,628,771,Asterix - Tome 4,BD,2023-11-20,2023-11-21,7,rendu,Casablanca,4.7
299,724,582,Ainsi Parlait Zarathoustra,Essai,2025-05-02,2025-05-09,30,rendu,Marrakech,
300,536,923,Tintin - Tome 5,BD,2025-04-23,2025-05-03,14,rendu,Casablanca,
301,735,1024,Les Enquetes d'Hercule Poirot - Tome 5,Policier,2026-06-07,2026-06-14,7,rendu,Tanger,1.0
302,242,394,Sherlock Holmes - Tome 5,Policier,2023-08-29,2023-09-05,7,rendu,Fes,
303,642,427,Introduction a Python,Informatique,2024-07-20,2024-07-27,7,rendu,Marrakech,
304,486,1019,L'Empire Ottoman,Histoire,2023-12-28,2023-12-29,14,rendu,Casablanca,
305,292,430,SQL pour les Nuls - Tome 1,Informatique,2025-06-09,2025-06-24,21,rendu,Casablanca,1.2
306,551,361,Les Schtroumpfs - Tome 5,BD,2023-11-20,2023-11-21,7,rendu,Rabat,
307,739,911,Alcools,Poesie,2026-04-28,2026-05-09,21,rendu,Fes,
308,334,467,Le Cimetiere Marin,Poesie,2023-07-20,2023-08-03,14,rendu,Fes,1.9
309,483,1199,Fondation,Science-Fiction,2025-09-19,2025-09-21,7,rendu,Fes,
310,466,365,SQL pour les Nuls - Tome 3,Informatique,2025-03-04,2025-04-01,21,rendu_en_retard,Agadir,
311,208,688,L'Etranger,Roman,2023-09-18,2023-09-19,7,rendu,Tanger,4.4
312,470,857,Odes,Poesie,2023-12-17,2023-12-27,21,rendu,Marrakech,
313,654,349,Millenium - Tome 2,Policier,2026-03-29,2026-04-29,14,rendu_en_retard,Oujda,
314,222,970,Clean Code - Tome 2,Informatique,2025-08-05,,21,perdu,Meknes,
315,754,506,Alcools - Tome 3,Poesie,2024-05-22,2024-05-30,21,rendu,Marrakech,
316,6,856,Steve Jobs,Biographie,2023-04-01,2023-04-07,7,rendu,Casablanca,
317,404,982,1984 - Tome 2,Science-Fiction,2023-07-20,2023-07-23,30,rendu,Casablanca,
318,417,447,Blake et Mortimer,BD,2023-09-29,2023-10-20,21,rendu,Rabat,3.7
319,166,941,Harry Potter,Jeunesse,2026-03-14,2026-03-18,7,rendu,Marrakech,
320,416,379,Maigret,Policier,2025-01-28,2025-01-29,30,rendu,Rabat,3.8
321,544,67,Einstein - Tome 1,Biographie,2024-08-30,2024-09-22,30,rendu,Fes,
322,83,688,L'Etranger,Roman,2023-04-23,2023-04-27,21,rendu,Meknes,3.5
323,375,751,Clean Code,Informatique,2023-12-25,2024-01-01,7,rendu,Fes,2.3
324,553,233,Les Schtroumpfs,BD,2026-08-22,2026-09-29,30,rendu_en_retard,Fes,
325,780,462,Le Cimetiere Marin - Tome 2,Poesie,2024-10-18,2024-11-04,21,rendu,Meknes,1.3
326,354,927,Harry Potter - Tome 4,Jeunesse,2025-09-22,2025-09-27,7,rendu,Tanger,
327,377,135,Data Engineering 101,Informatique,2024-01-21,2024-03-04,30,rendu_en_retard,Marrakech,4.8
328,112,338,La Planete des Singes,Science-Fiction,2024-07-19,2024-07-23,7,rendu,Marrakech,
329,534,47,Nelson Mandela,Biographie,2024-08-23,2024-09-10,30,rendu,Marrakech,
330,431,910,Les Miserables,Roman,2026-08-13,2026-08-14,7,rendu,Casablanca,
331,238,1065,Matilda,Jeunesse,2026-08-13,2026-08-24,21,rendu,Agadir,
332,682,1086,Blake et Mortimer,BD,2026-01-28,2026-02-16,30,rendu,Marrakech,
333,314,352,Madame Bovary - Tome 2,Roman,2024-06-16,2024-06-21,14,rendu,Casablanca,2.1
334,171,330,1984 - Tome 4,Science-Fiction,2026-01-01,2026-01-07,21,rendu,Marrakech,1.5
335,325,1177,Steve Jobs,Biographie,2023-09-17,2023-09-23,30,rendu,Fes,
336,36,650,Lucky Luke,BD,2024-12-05,2024-12-14,14,rendu,Marrakech,
337,125,52,Les Enquetes d'Hercule Poirot,Policier,2025-04-08,2025-04-23,30,rendu,Agadir,4.9
338,560,1040,Harry Potter - Tome 1,Jeunesse,2024-11-09,2024-11-19,21,rendu,Marrakech,
339,747,906,Einstein,Biographie,2024-11-24,2024-11-25,7,rendu,Marrakech,
340,120,631,Ainsi Parlait Zarathoustra,Essai,2023-02-20,2023-02-28,30,rendu,Oujda,2.3
341,623,400,La Planete des Singes - Tome 4,Science-Fiction,2026-04-09,2026-04-22,14,rendu,Tanger,1.3
342,457,179,Les Miserables,Roman,2025-11-14,2025-11-25,30,rendu,Casablanca,
343,370,815,Maigret,Policier,2023-10-30,2023-11-11,30,rendu,Casablanca,2.4
344,457,1149,Alcools - Tome 5,Poesie,2023-06-29,2023-07-07,14,rendu,Meknes,
345,296,336,La Peste,Roman,2025-05-18,2025-07-06,30,rendu_en_retard,Rabat,2.2
346,538,687,Harry Potter - Tome 5,Jeunesse,2023-05-16,2023-06-29,30,rendu_en_retard,Tanger,
347,570,947,Le Nom de la Rose - Tome 2,Policier,2026-03-09,2026-03-23,14,rendu,Meknes,3.0
348,310,1199,Fondation,Science-Fiction,2024-09-14,2024-09-29,30,rendu,Fes,1.0
349,269,615,Le Pragmatic Programmer,Informatique,2026-08-04,2026-09-13,30,rendu_en_retard,Meknes,4.6
350,661,502,Une Histoire du Maroc,Histoire,2023-02-28,2023-03-04,7,rendu,Rabat,
351,371,1191,Discours de la Methode,Essai,2025-09-11,2025-10-02,30,rendu,Oujda,
352,123,765,Introduction a Python,Informatique,2025-11-15,2025-11-17,7,rendu,Casablanca,2.8
353,710,278,La Deuxieme Guerre Mondiale,Histoire,2025-01-01,2025-01-27,14,rendu_en_retard,Meknes,
354,365,100,Les Miserables,Roman,2024-08-16,2024-08-19,21,rendu,Fes,
355,188,194,Ainsi Parlait Zarathoustra,Essai,2026-05-11,2026-05-25,14,rendu,Agadir,
356,702,617,Asterix,BD,2024-07-09,2024-08-18,21,rendu_en_retard,Agadir,
357,14,281,Blake et Mortimer,BD,2025-11-27,2025-12-13,21,rendu,Meknes,4.6
358,105,447,Blake et Mortimer,BD,2023-11-13,2023-11-26,14,rendu,Rabat,
359,79,239,Clean Code,Informatique,2023-09-26,2023-09-29,7,rendu,Agadir,2.8
360,612,1072,Sapiens,Histoire,2024-12-01,2024-12-02,14,rendu,Rabat,4.4
361,146,465,Alcools,Poesie,2024-09-21,2024-09-23,14,rendu,Meknes,
362,115,160,Alcools,Poesie,2023-02-08,2023-02-10,30,rendu,Fes,4.2
363,526,122,Le Petit Prince - Tome 3,Roman,2025-08-18,2025-08-19,7,rendu,Rabat,1.0
364,99,254,Odes,Poesie,2026-05-17,2026-05-21,14,rendu,Marrakech,
365,30,186,Introduction a Python - Tome 5,Informatique,2023-10-26,2023-11-07,21,rendu,Agadir,3.0
366,747,496,L'Art de la Guerre,Essai,2025-10-31,2025-11-26,7,rendu_en_retard,Casablanca,
367,733,393,Madame Bovary - Tome 3,Roman,2024-07-31,2024-08-09,14,rendu,Casablanca,
368,102,439,Fahrenheit 451,Science-Fiction,2025-10-29,2025-11-17,30,rendu,Marrakech,
369,110,371,SQL pour les Nuls,Informatique,2024-12-27,2025-01-13,30,rendu,Fes,
370,780,644,Les Enquetes d'Hercule Poirot,Policier,2023-09-11,2023-10-16,30,rendu_en_retard,Oujda,
371,722,591,Steve Jobs - Tome 2,Biographie,2026-02-15,2026-03-10,7,rendu_en_retard,Rabat,2.8
372,754,639,Les Enquetes d'Hercule Poirot - Tome 5,Policier,2025-06-28,2025-07-03,14,rendu,Meknes,1.3
373,488,753,Le Monde de Narnia,Jeunesse,2024-01-03,2024-01-07,7,rendu,Rabat,3.1
374,693,175,Ainsi Parlait Zarathoustra - Tome 3,Essai,2023-09-02,2023-09-14,14,rendu,Rabat,
375,173,133,Discours de la Methode,Essai,2025-01-14,2025-01-24,14,rendu,Meknes,4.4
376,743,1023,Ainsi Parlait Zarathoustra,Essai,2024-07-24,2024-08-14,21,rendu,Meknes,3.7
377,415,993,Blake et Mortimer,BD,2025-11-13,2025-12-19,21,rendu_en_retard,Rabat,3.0
378,237,276,Odes,Poesie,2023-03-02,2023-03-09,7,rendu,Rabat,
379,28,367,Le Petit Prince,Roman,2025-02-22,2025-03-14,21,rendu,Rabat,
380,677,1065,Matilda,Jeunesse,2025-10-05,2025-10-27,30,rendu,Oujda,
381,268,1111,L'Etranger,Roman,2024-12-04,2024-12-05,7,rendu,Meknes,
382,122,786,Sherlock Holmes - Tome 4,Policier,2025-07-10,2025-07-25,21,rendu,Oujda,1.7
383,676,621,Le Contrat Social,Essai,2023-12-03,2023-12-13,30,rendu,Meknes,
384,113,1166,Leonard de Vinci - Tome 1,Biographie,2025-10-01,2025-10-29,30,rendu,Marrakech,
385,401,540,Les Enquetes d'Hercule Poirot,Policier,2025-10-10,2025-10-22,30,rendu,Tanger,1.1
386,47,263,Steve Jobs,Biographie,2025-01-20,2025-02-08,21,rendu,Casablanca,
387,641,699,L'Art de la Guerre,Essai,2025-02-18,2025-02-21,7,rendu,Meknes,3.6
388,254,481,Le Petit Prince - Tome 2,Roman,2026-08-20,2026-08-23,21,rendu,Tanger,1.7
389,552,668,La Peste,Roman,2023-03-18,2023-04-01,30,rendu,Meknes,3.8
390,603,46,Dune,Science-Fiction,2024-10-10,2024-10-21,30,rendu,Rabat,
391,103,422,Sapiens - Tome 3,Histoire,2024-11-19,2024-12-14,30,rendu,Agadir,2.2
392,447,414,Ainsi Parlait Zarathoustra - Tome 1,Essai,2025-10-14,2025-10-19,7,rendu,Fes,1.2
393,588,824,Nelson Mandela - Tome 3,Biographie,2024-04-07,2024-04-12,7,rendu,Rabat,
394,280,138,Fondation - Tome 3,Science-Fiction,2026-03-06,2026-03-18,30,rendu,Rabat,
395,310,1034,Alcools - Tome 2,Poesie,2024-09-06,2024-09-17,30,rendu,Fes,
396,258,1056,La Planete des Singes,Science-Fiction,2025-07-17,2025-07-28,14,rendu,Marrakech,
397,219,958,Maigret - Tome 3,Policier,2024-07-02,2024-07-26,30,rendu,Casablanca,
398,374,948,Harry Potter,Jeunesse,2023-10-30,2023-11-10,14,rendu,Tanger,
399,421,653,Le Petit Prince,Roman,2023-05-12,2023-05-17,14,rendu,Tanger,
400,263,484,Einstein,Biographie,2025-04-11,2025-05-02,14,rendu_en_retard,Casablanca,4.3
401,476,995,L'Empire Ottoman,Histoire,2026-02-20,2026-03-21,30,rendu,Casablanca,2.1
402,30,530,Fahrenheit 451 - Tome 4,Science-Fiction,2024-07-22,2024-07-23,14,rendu,Oujda,
403,57,172,1984,Science-Fiction,2024-10-04,2024-10-18,21,rendu,Agadir,
404,93,813,Odes,Poesie,2023-10-15,2023-11-15,14,rendu_en_retard,Rabat,
405,595,1076,Le Capital,Essai,2024-05-30,2024-06-07,30,rendu,Rabat,
406,321,675,Odes - Tome 2,Poesie,2026-04-11,2026-05-05,30,rendu,Fes,
407,224,296,Les Enquetes d'Hercule Poirot,Policier,2023-08-07,2023-08-12,14,rendu,Oujda,
408,604,115,Sherlock Holmes,Policier,2025-10-01,2025-10-05,21,rendu,Agadir,
409,487,505,Blake et Mortimer,BD,2024-07-22,2024-08-03,14,rendu,Agadir,
410,22,72,Les Schtroumpfs,BD,2023-04-22,2023-04-29,14,rendu,Tanger,
411,718,744,Lucky Luke,BD,2023-09-07,2023-09-14,14,rendu,Casablanca,
412,403,524,Le Petit Prince,Roman,2024-09-08,2024-09-15,7,rendu,Fes,4.4
413,165,899,Data Engineering 101,Informatique,2026-07-17,2026-08-07,21,rendu,Meknes,
414,281,165,Einstein,Biographie,2025-10-03,2025-11-02,30,rendu,Agadir,
415,103,329,Maigret,Policier,2024-06-18,2024-06-23,7,rendu,Agadir,
416,29,107,Sherlock Holmes - Tome 1,Policier,2026-08-06,2026-08-19,14,rendu,Marrakech,1.8
417,313,643,Tintin,BD,2026-03-25,2026-04-09,7,rendu_en_retard,Marrakech,
418,703,841,Sapiens,Histoire,2024-10-16,2024-11-09,30,rendu,Marrakech,3.7
419,336,578,Clean Code,Informatique,2024-02-11,2024-02-13,7,rendu,Meknes,
420,585,460,Sapiens,Histoire,2023-02-12,2023-02-18,7,rendu,Fes,
421,474,407,Tintin - Tome 1,BD,2024-06-20,,14,perdu,Meknes,
422,615,533,Odes - Tome 1,Poesie,2023-11-02,2023-11-04,7,rendu,Rabat,3.1
423,792,930,1984 - Tome 1,Science-Fiction,2025-10-09,2025-10-11,7,rendu,Fes,
424,273,590,Matilda,Jeunesse,2025-10-09,2025-11-15,30,rendu_en_retard,Fes,
425,290,388,Fondation,Science-Fiction,2025-05-06,2025-05-09,14,rendu,Casablanca,2.0
426,633,924,Le Journal d'un Gars,Jeunesse,2024-05-23,2024-06-13,21,rendu,Oujda,2.9
427,332,815,Maigret,Policier,2024-03-10,2024-04-03,30,rendu,Tanger,3.2
428,54,682,Le Petit Prince,Roman,2024-04-25,2024-05-15,30,rendu,Casablanca,3.0
429,391,620,Blake et Mortimer - Tome 4,BD,2025-03-19,2025-04-27,21,rendu_en_retard,Casablanca,
430,267,348,Millenium - Tome 5,Policier,2025-10-28,2025-11-26,30,rendu,Oujda,2.3
431,544,887,Lucky Luke - Tome 1,BD,2023-10-18,2023-11-10,21,rendu_en_retard,Marrakech,
432,288,739,Le Petit Prince,Roman,2025-05-30,2025-06-08,21,rendu,Tanger,
433,447,338,La Planete des Singes,Science-Fiction,2024-10-08,2024-10-13,30,rendu,Oujda,1.6
434,236,376,Ainsi Parlait Zarathoustra,Essai,2023-03-15,2023-04-07,30,rendu,Oujda,
435,507,84,Charlie et la Chocolaterie,Jeunesse,2025-06-23,2025-07-11,21,rendu,Oujda,
436,116,304,Histoire de l'Islam - Tome 5,Histoire,2023-09-11,2023-10-12,21,rendu_en_retard,Marrakech,
437,768,1042,La Planete des Singes,Science-Fiction,2024-07-12,2024-07-13,14,rendu,Marrakech,
438,79,505,Blake et Mortimer,BD,2025-10-17,2025-10-18,7,rendu,Tanger,
439,697,250,Data Engineering 101 - Tome 3,Informatique,2025-03-18,2025-03-22,21,rendu,Agadir,1.3
440,725,983,Charlie et la Chocolaterie,Jeunesse,2025-07-18,2025-07-19,21,rendu,Agadir,
441,672,928,Fondation,Science-Fiction,2024-10-27,2024-10-28,14,rendu,Tanger,1.2
442,73,1121,Tintin - Tome 4,BD,2026-05-18,2026-06-26,30,rendu_en_retard,Marrakech,4.1
443,409,183,Asterix,BD,2023-02-12,2023-02-25,14,rendu,Meknes,4.0
444,670,316,Introduction a Python - Tome 1,Informatique,2023-09-04,2023-09-18,21,rendu,Tanger,
445,618,269,Fondation - Tome 2,Science-Fiction,2025-01-05,2025-01-10,7,rendu,Fes,
446,398,976,Fahrenheit 451,Science-Fiction,2024-07-03,2024-08-16,30,rendu_en_retard,Agadir,
447,445,873,Les Schtroumpfs,BD,2023-07-10,2023-07-14,7,rendu,Fes,
448,731,318,Introduction a Python,Informatique,2025-10-11,2025-10-15,7,rendu,Rabat,
449,490,616,Asterix,BD,2023-11-01,2023-11-06,14,rendu,Fes,
450,303,1165,Le Monde de Narnia,Jeunesse,2023-04-08,2023-04-13,7,rendu,Rabat,
451,423,194,Ainsi Parlait Zarathoustra,Essai,2025-08-09,2025-08-28,21,rendu,Rabat,
452,17,234,Tintin,BD,2025-08-05,2025-08-19,14,rendu,Meknes,2.7
453,722,610,L'Empire Ottoman,Histoire,2024-10-04,2024-10-19,30,rendu,Tanger,4.7
454,192,433,Dune,Science-Fiction,2024-01-15,2024-01-20,7,rendu,Tanger,
455,109,889,Madame Bovary,Roman,2025-12-30,,7,perdu,Rabat,
456,14,352,Madame Bovary - Tome 2,Roman,2026-09-05,,30,en_cours,Meknes,
457,674,997,Madame Bovary,Roman,2024-09-12,2024-09-25,21,rendu,Tanger,1.5
458,196,230,Einstein,Biographie,2023-02-02,2023-02-06,14,rendu,Oujda,
459,666,496,L'Art de la Guerre,Essai,2025-06-11,2025-07-10,14,rendu_en_retard,Marrakech,
460,23,239,Clean Code,Informatique,2023-12-07,2023-12-15,14,rendu,Oujda,
461,461,1199,Fondation,Science-Fiction,2024-05-11,2024-05-25,14,rendu,Meknes,1.0
462,646,885,Odes,Poesie,2025-05-01,2025-05-21,30,rendu,Tanger,2.6
463,526,1000,Sherlock Holmes,Policier,2024-04-19,2024-04-23,7,rendu,Agadir,
464,275,855,SQL pour les Nuls - Tome 3,Informatique,2025-08-27,2025-09-02,7,rendu,Agadir,
465,447,43,Le Nom de la Rose,Policier,2023-11-27,2023-12-13,21,rendu,Agadir,
466,520,450,Discours de la Methode - Tome 3,Essai,2026-04-18,2026-05-03,21,rendu,Marrakech,
467,741,800,Le Contrat Social,Essai,2025-05-03,2025-05-09,21,rendu,Fes,4.0
468,684,989,Ainsi Parlait Zarathoustra,Essai,2023-09-22,2023-10-02,14,rendu,Oujda,2.7
469,506,622,Tintin - Tome 3,BD,2024-04-25,2024-04-26,14,rendu,Agadir,
470,366,325,Fahrenheit 451,Science-Fiction,2023-12-24,2023-12-27,7,rendu,Meknes,1.9
471,576,459,La Peste,Roman,2025-09-23,2025-10-05,21,rendu,Casablanca,
472,571,548,Discours de la Methode,Essai,2023-11-06,2023-11-10,7,rendu,Oujda,
473,774,228,La Deuxieme Guerre Mondiale,Histoire,2023-08-05,2023-08-06,7,rendu,Rabat,1.5
474,211,741,Les Schtroumpfs - Tome 2,BD,2023-11-18,2023-12-05,21,rendu,Oujda,
475,102,316,Introduction a Python - Tome 1,Informatique,2026-08-18,2026-08-23,21,rendu,Rabat,
476,450,852,Charlie et la Chocolaterie - Tome 2,Jeunesse,2023-01-14,2023-01-22,14,rendu,Agadir,1.7
477,273,763,Les Miserables - Tome 1,Roman,2025-04-29,2025-05-07,21,rendu,Marrakech,
478,543,864,Le Contrat Social - Tome 2,Essai,2024-04-12,2024-04-19,14,rendu,Meknes,
479,529,741,Les Schtroumpfs - Tome 2,BD,2023-03-02,2023-04-02,30,rendu_en_retard,Rabat,2.3
480,791,337,Sherlock Holmes,Policier,2025-06-07,2025-06-08,7,rendu,Marrakech,
481,60,1065,Matilda,Jeunesse,2024-08-28,2024-09-19,30,rendu,Tanger,
482,322,705,Ibn Battuta,Biographie,2023-01-17,2023-02-06,21,rendu,Marrakech,
483,457,421,Leonard de Vinci - Tome 3,Biographie,2026-01-19,2026-02-17,30,rendu,Meknes,
484,309,173,Le Cimetiere Marin - Tome 4,Poesie,2023-03-17,2023-03-22,21,rendu,Tanger,3.0
485,320,1068,Odes - Tome 1,Poesie,2024-11-28,,14,perdu,Tanger,
486,248,623,Odes,Poesie,2025-05-15,2025-05-22,7,rendu,Agadir,3.0
487,127,98,Les Fleurs du Mal - Tome 1,Poesie,2026-08-26,2026-08-31,7,rendu,Casablanca,
488,242,1192,Les Miserables - Tome 2,Roman,2026-03-04,2026-03-09,14,rendu,Marrakech,
489,533,508,Millenium - Tome 4,Policier,2023-08-04,2023-08-11,21,rendu,Agadir,
490,151,872,Le Capital,Essai,2025-04-23,2025-05-14,7,rendu_en_retard,Marrakech,
491,457,160,Alcools,Poesie,2025-01-26,2025-02-12,30,rendu,Meknes,
492,599,1022,Asterix,BD,2026-07-27,2026-08-19,30,rendu,Oujda,
493,427,334,Introduction a Python,Informatique,2023-10-23,2023-10-31,14,rendu,Marrakech,
494,526,1084,Ainsi Parlait Zarathoustra - Tome 5,Essai,2023-08-30,2023-08-31,14,rendu,Marrakech,
495,379,244,Tintin,BD,2026-05-17,2026-06-28,30,rendu_en_retard,Tanger,1.6
496,381,625,Nelson Mandela,Biographie,2025-02-05,2025-02-06,21,rendu,Marrakech,3.4
497,50,625,Nelson Mandela,Biographie,2024-08-03,2024-08-15,14,rendu,Oujda,3.2
498,70,92,SQL pour les Nuls,Informatique,2025-05-05,2025-05-24,30,rendu,Oujda,
499,387,974,Fahrenheit 451 - Tome 5,Science-Fiction,2026-05-25,2026-06-03,14,rendu,Oujda,
500,684,920,Einstein - Tome 4,Biographie,2023-11-02,2023-12-13,21,rendu_en_retard,Meknes,4.6
501,348,1108,Le Pragmatic Programmer,Informatique,2023-04-04,2023-04-25,30,rendu,Rabat,
502,725,51,Matilda,Jeunesse,2026-03-17,2026-03-21,21,rendu,Rabat,3.5
503,591,109,Le Pragmatic Programmer,Informatique,2026-03-13,2026-03-22,14,rendu,Casablanca,4.7
504,185,39,Fahrenheit 451,Science-Fiction,2024-07-17,2024-07-29,14,rendu,Oujda,3.1
505,329,823,Sapiens,Histoire,2026-04-21,2026-04-22,7,rendu,Agadir,
506,425,50,Le Capital,Essai,2025-12-17,2025-12-20,21,rendu,Rabat,
507,555,345,Introduction a Python,Informatique,2024-08-07,2024-08-20,14,rendu,Rabat,4.8
508,695,347,Alcools,Poesie,2023-05-01,2023-05-03,21,rendu,Tanger,2.3
509,423,664,Le Journal d'un Gars,Jeunesse,2024-06-12,2024-07-11,30,rendu,Rabat,2.0
510,612,485,Leonard de Vinci,Biographie,2025-10-06,2025-10-15,30,rendu,Casablanca,3.2
511,68,992,Le Pragmatic Programmer,Informatique,2023-03-01,2023-03-31,30,rendu,Casablanca,4.9
512,692,208,La Planete des Singes - Tome 2,Science-Fiction,2024-05-19,2024-05-26,14,rendu,Oujda,3.5
513,209,292,La Planete des Singes,Science-Fiction,2025-02-03,2025-02-12,14,rendu,Meknes,
514,569,926,La Planete des Singes,Science-Fiction,2023-03-27,2023-04-03,7,rendu,Tanger,
515,172,2,Harry Potter - Tome 5,Jeunesse,2023-05-04,2023-05-13,30,rendu,Meknes,
516,648,436,Illuminations,Poesie,2026-04-13,,21,perdu,Rabat,
517,308,184,Clean Code,Informatique,2025-03-20,2025-03-26,7,rendu,Tanger,
518,216,1034,Alcools - Tome 2,Poesie,2024-10-13,2024-10-28,21,rendu,Tanger,4.9
519,350,432,Madame Bovary,Roman,2025-07-30,,21,perdu,Marrakech,
520,662,5,Le Pragmatic Programmer - Tome 5,Informatique,2026-05-31,,30,perdu,Casablanca,
521,689,356,Les Enquetes d'Hercule Poirot,Policier,2025-04-26,2025-05-14,30,rendu,Rabat,
522,665,159,Le Capital,Essai,2026-01-08,2026-01-15,7,rendu,Oujda,
523,362,771,Asterix - Tome 4,BD,2026-05-16,2026-05-17,21,rendu,Rabat,
524,198,911,Alcools,Poesie,2023-01-20,2023-02-02,14,rendu,Tanger,
525,727,733,Le Petit Prince,Roman,2024-01-28,2024-02-03,7,rendu,Tanger,
526,227,480,Sherlock Holmes,Policier,2025-10-08,,21,perdu,Oujda,
527,721,429,Le Cimetiere Marin,Poesie,2023-01-15,2023-01-26,14,rendu,Meknes,2.1
528,513,1012,Le Pragmatic Programmer - Tome 4,Informatique,2023-12-16,2023-12-26,14,rendu,Marrakech,1.5
529,67,261,Madame Bovary,Roman,2024-06-15,2024-06-27,14,rendu,Tanger,3.7
530,710,1092,Matilda - Tome 3,Jeunesse,2026-06-12,2026-06-27,21,rendu,Casablanca,
531,657,107,Sherlock Holmes - Tome 1,Policier,2024-10-23,2024-11-06,30,rendu,Tanger,3.1
532,508,741,Les Schtroumpfs - Tome 2,BD,2025-11-25,2025-11-27,7,rendu,Casablanca,2.7
533,460,648,Le Nom de la Rose,Policier,2023-01-11,2023-01-14,30,rendu,Casablanca,
534,232,868,SQL pour les Nuls - Tome 1,Informatique,2023-06-02,2023-06-08,14,rendu,Tanger,3.5
535,29,983,Charlie et la Chocolaterie,Jeunesse,2025-06-03,2025-06-09,7,rendu,Agadir,
536,254,221,Tintin - Tome 5,BD,2025-08-27,2025-09-10,14,rendu,Casablanca,
537,533,485,Leonard de Vinci,Biographie,2023-05-30,2023-06-20,30,rendu,Oujda,
538,88,125,Matilda - Tome 1,Jeunesse,2023-03-10,2023-04-07,30,rendu,Rabat,
539,64,906,Einstein,Biographie,2023-04-23,2023-05-07,21,rendu,Rabat,1.2
540,54,604,Sapiens,Histoire,2025-02-20,2025-04-05,30,rendu_en_retard,Fes,
541,676,22,Harry Potter,Jeunesse,2025-07-17,2025-07-31,30,rendu,Rabat,4.8
542,27,930,1984 - Tome 1,Science-Fiction,2025-11-25,2025-11-29,21,rendu,Rabat,3.9
543,608,397,Millenium - Tome 3,Policier,2026-03-19,2026-03-24,14,rendu,Agadir,
544,743,911,Alcools,Poesie,2024-01-16,2024-02-01,14,rendu_en_retard,Casablanca,3.3
545,526,733,Le Petit Prince,Roman,2024-09-29,2024-10-23,14,rendu_en_retard,Agadir,4.9
546,531,297,Ainsi Parlait Zarathoustra,Essai,2023-04-28,2023-05-12,14,rendu,Casablanca,
547,201,411,Dune,Science-Fiction,2026-08-04,2026-08-10,14,rendu,Fes,
548,712,958,Maigret - Tome 3,Policier,2026-05-13,2026-06-01,21,rendu,Agadir,
549,429,674,Steve Jobs,Biographie,2023-11-29,2023-12-06,7,rendu,Casablanca,
550,4,457,Dune - Tome 5,Science-Fiction,2024-04-16,2024-04-24,30,rendu,Oujda,
551,340,770,Harry Potter,Jeunesse,2024-02-25,2024-02-26,30,rendu,Agadir,2.4
552,569,236,Charlie et la Chocolaterie,Jeunesse,2023-10-19,2023-11-09,21,rendu,Agadir,1.1
553,203,582,Ainsi Parlait Zarathoustra,Essai,2023-12-23,2024-01-04,14,rendu,Marrakech,3.2
554,183,402,Harry Potter,Jeunesse,2023-02-14,2023-02-16,14,rendu,Casablanca,
555,141,777,Fahrenheit 451 - Tome 5,Science-Fiction,2026-09-03,2026-09-05,7,rendu,Tanger,
556,379,763,Les Miserables - Tome 1,Roman,2023-12-17,2023-12-20,30,rendu,Rabat,4.7
557,195,393,Madame Bovary - Tome 3,Roman,2025-12-26,2026-01-06,30,rendu,Meknes,
558,251,95,Une Histoire du Maroc - Tome 5,Histoire,2026-06-15,2026-06-20,14,rendu,Marrakech,1.2
559,287,259,L'Art de la Guerre,Essai,2025-11-06,2025-11-09,30,rendu,Oujda,
560,630,133,Discours de la Methode,Essai,2023-12-09,2023-12-30,30,rendu,Agadir,
561,476,367,Le Petit Prince,Roman,2024-10-21,2024-11-06,21,rendu,Oujda,
562,596,822,L'Etranger,Roman,2026-07-30,2026-08-01,7,rendu,Oujda,
563,406,448,L'Empire Ottoman,Histoire,2024-09-18,2024-10-07,30,rendu,Marrakech,
564,384,522,Les Miserables - Tome 3,Roman,2026-02-01,2026-02-11,7,rendu_en_retard,Tanger,
